111,XMYXI,R3,R3,a person is smiling.
112,QLEN3,R5,R7,person open the closet.
113,YSKX3,R7,Else,person throws pillow on it.
114,HBWLV,Else,Else,person puts the shoes on the floor.
115,XE19C,Else,Else,person puts a cup in the sink.
116,XE19C,Else,Else,person closes the door.
117,XE19C,Else,Else,person puts the cup in the sink.
118,W3SC3,R7,R3,the person immediately opened a window.
119,W3SC3,R5,R5,person opens a window.
120,W3SC3,R5,R5,person opens the window.
121,WKPQ3,Else,Else,person they talk on the phone.
122,WKPQ3,Else,Else,person close the closet door.
123,WKPQ3,R5,R7,person turns on the light.
124,FXZI5,R3,R3,a person is dressing in a towel.
125,OE2M1,R5,R7,another person comes in takes the box away.
126,OE2M1,R5,R7,person takes the tray of food.
127,OE2M1,R5,R7,person takes the box.
128,ZF7YA,R5,R3,the person sits on a pillow on the floor.
129,ZF7YA,R7,R7,a person runs down a few stairs.
130,ZF7YA,R3,R3,person sitting on the floor.
131,B82GJ,R5,R5,the person takes a paper towel from the table.
132,FYYFX,Else,Else,person opens a window.
133,FYYFX,R7,R5,person takes a camera from a table.
134,FYYFX,R3,R3,person get something to look out the window with.
135,FYYFX,Else,Else,person upon awakening.
136,FYYFX,R7,Else,person looks out the window.
137,Q7IQI,Else,Else,person looks at some books open it.
138,Q7IQI,Else,Else,person start sneezing with looking at the papers.
139,Q7IQI,R5,R5,a person is sneezing into a blanket.
140,HSEH1,R5,R5,person is fixing a light bulb.
141,HSEH1,R5,R5,a person is fixing a light on the room.
142,HSEH1,R5,R5,a person is fixing a light.
143,6ZWSU,R3,Else,person puts the books down.
144,6ZWSU,Else,Else,person they immediately put their books down.
145,6ZWSU,R7,R3,the person takes their phone out.
146,6ZWSU,R7,R7,person take their shoes off.
147,6ZWSU,R3,R7,person closes the door.
148,6ZWSU,R7,R3,the person takes their phone.
149,6ZWSU,R7,R7,person plays with their phone.
150,V0ZD9,R7,R7,person washes a cup.
151,V0ZD9,R5,R5,person putting on clothes in a dining room.
152,AK2KG,R7,R7,person opens up the window.
153,AK2KG,R7,R7,a person is sitting on a bed.
154,AK2KG,R7,R5,this person is sitting on their bed in the bedroom.
155,AK2KG,R7,R7,person begins opening the window.
156,AK2KG,R7,R7,person opened the window.
157,AK2KG,R7,R5,a person was sitting on a bed.
158,8MQH6,R7,R7,a person opens a closet door.
159,8MQH6,R5,R7,a person opens up the closet.
160,8MQH6,R7,R7,a person opens a closet.
161,8MQH6,Else,Else,person they hold the shoes.
162,MAUMO,R7,R7,person takes a drink from a glass.
163,EHS68,Else,Else,another person is throwing a pair of shoes.
164,G30NS,Else,Else,person puts it into a box.
165,G30NS,Else,R3,person puts the box down.
166,G30NS,Else,Else,person putting things on a shelf.
167,G30NS,R5,R3,the person takes a large blanket.
168,SUJWY,R7,R7,the person laughs at something on the screen multiple times.
169,SUJWY,R7,R7,the person begins laughing at something on the screen.
170,KERO6,Else,Else,the person puts some food onto a pan.
171,SV6KF,R3,R5,a person throws a broom at the stairs.
172,SV6KF,R7,R7,this person throws the broom down.
173,VCYH8,Else,Else,person turns off the light as they're leaving.
174,VCYH8,Else,Else,person turns off a light.
175,G852Y,Else,Else,one person is wrapped in a blanket sneezing.
176,OKXIQ,Else,Else,person they use the doorknob to open the cabinet.
177,KB7WQ,Else,Else,person they close the box.
178,KB7WQ,Else,Else,the person closes a box that's been searched through.
179,27DCQ,Else,R5,a person awakens in bed.
180,UM5II,Else,Else,the person eats a few bite.
181,UM5II,R7,R7,a person is sneezing on the medicine.
182,UM5II,Else,Else,person starts sneezing.
183,UM5II,Else,Else,a person is sneezing.
184,XT9D4,Else,Else,a person is putting food into the refrigerator.
185,XT9D4,Else,Else,a person is putting away groceries in the fridge.
186,XT9D4,Else,R5,person their phone rings so they close the fridge door.
187,XT9D4,R7,R7,person closed the refrigerator door.
188,1W6YY,Else,Else,person closes the cabinet door.
189,YOCRB,R7,R7,person sit down in a chair.
190,YOCRB,R7,R7,person sitting in a chair.
191,ZDV60,R5,R7,a person opens a closet door.
192,ZDV60,R5,R7,person start dressing themselves.
193,ZDV60,R7,R7,person opens the door.
194,ZDV60,R3,Else,the person puts shoes on.
195,GHC5X,Else,Else,a person takes a glass of water.
196,6IOV0,R5,R7,person working on a laptop.
197,6IOV0,R7,Else,person playing a casual game on their laptop.
198,6IOV0,R7,R7,person drinking a bottle of soda.
199,OP2SS,Else,R3,the person takes out their laptop.
200,PPY0W,R5,R5,a person is holding a bag.
201,DCV2M,R7,R7,person start undressing.
202,DCV2M,R7,R7,a person is awakening.
203,TEV5K,Else,R7,person begings to drink a glass of water.
204,TEV5K,R7,R5,a person opens their kitchen window.
205,TEV5K,R7,R5,a person opens the window.
206,Q3BCC,R7,R7,a person closes a door.
207,Q3BCC,Else,Else,person trying to close the door.
208,M8OYC,R3,R5,a person walks in holding a bag of groceries.
209,FBOF0,Else,R7,a person awakens in bed.
210,FBOF0,Else,Else,the person throws the blanket off of the bed.
211,D1NT7,Else,Else,a person is putting some dishes into a box.
212,D1NT7,R5,Else,person they put the box on a bed.
213,D1NT7,R3,Else,a person is putting some plates in a box.
214,3UACJ,Else,Else,person takes a drink from a glass.
215,U2AO1,Else,Else,closes the doors.the person takes the food.
216,U2AO1,R7,R7,person starts eating.
217,U2AO1,R7,R5,a person closed a cabinet.
218,U2AO1,R7,R7,person looks for something to eat.
219,U2AO1,R7,R7,the person eats it.
220,U2AO1,Else,R3,person a opens the door bites into a snack.
221,3J9L5,R7,R7,a person is eating.
222,3J9L5,R7,R7,a person is throwing the bag at the light switch.
223,XQVXF,R7,R5,person opens a fridge door.
224,XQVXF,Else,R7,another person opens an oven door to look inside.
225,XQVXF,R7,R7,one person is cooking.
226,9LWQ6,R7,R7,a person undresses.
227,9LWQ6,R7,R7,person takes their shoes off.
228,9LWQ6,R7,R7,person takes off their shoes.
229,9LWQ6,R3,R5,person puts the clothes on the bed.
230,2ADJI,Else,Else,person putting away groceries.
231,2ADJI,Else,Else,person drinking from a glass of water.
232,B1AMA,R5,R7,person dresses in pajamas.
233,LA6AA,R5,R5,a person was holding a blanket.
234,LA6AA,R5,R5,a person is holding a blanket.
235,YNWMW,R5,R5,the person takes a broom.
236,YNWMW,R5,R7,a person eats some food.
237,YNWMW,R7,R7,a person is in a basement eating.
238,LUTIO,Else,Else,the person lays on the floor the gets up.
239,Q6290,R7,R7,person watching the television eating an apple.
240,Q6290,R7,R7,a person is standing eating something as they watch tv.
241,Q6290,R7,R7,person eating a sandwich out of a dish.
242,TAQ25,R5,R7,the person closes the laptop.
243,TAQ25,R5,R7,the person closes the laptop screen.
244,TAQ25,R3,Else,person smiling at their laptop.
245,EEVD3,R7,R7,person begins to eat it.
246,EEVD3,R5,R7,a person is holding the door to the refrigerator open.
247,EEVD3,R7,R7,person removes a snack to eat.
248,EEVD3,R7,R7,person eat the food.
249,EEVD3,R7,R7,person they begin eating the fruit.
250,EEVD3,Else,R5,person closing the door.
251,IOGR7,R5,R5,person they stand up.
252,2OREK,Else,Else,looking out the window in a curious manner.
253,JCT0K,R7,R7,a person is opening the closet door.
254,JCT0K,R3,R5,person opens the closet.
255,H0P5D,R7,R7,one person was running into the table.
256,H0P5D,R3,Else,person they laugh.
257,BFCU9,R7,R7,person eating it.
258,BFCU9,R7,R7,a person is eating from a can.
259,BFCU9,R7,R7,a person eats something from a jar.
260,BFCU9,Else,Else,person puts the jar down on a table.
261,BFCU9,R7,R7,person the put the food down.
262,BFCU9,R7,R7,person eats it.
263,BFCU9,R7,R7,a person is holding some food.
264,TUD6M,R7,R7,person throws their blanket inside.
265,TUD6M,R5,R5,person throwing a blanket into a closet.
266,A3XXB,R7,R3,person puts them away on a shelf in a closet.
267,A3XXB,R7,R7,a person is tidying a blanket.
268,L5YHH,R5,R3,a person is turns on the light in their closet.
269,L5YHH,Else,Else,person open the door.
270,L5YHH,Else,Else,person opens the closet.
271,GL2JW,R7,R7,person closes a cupboard door.
272,GL2JW,R7,R7,the person closes a cupboard door.
273,GL2JW,R5,R7,a person is closing a cabinet.
274,FAJEA,R3,R3,person they take some medicine.
275,FAJEA,R7,R3,person drink from a cup.
276,RXELU,R5,R5,person turns the light on.
277,RXELU,R5,R5,person turns on the light.
278,RXELU,R7,Else,person smiling in the mirror.
279,RXELU,R7,R7,the person drinks from a cup of coffee.
280,QCVZN,R5,R3,a person takes a book off a shelf.
281,5B9XE,Else,Else,person turns off the ceiling light.
282,5B9XE,R3,Else,person turns the light off.
283,5B9XE,R5,Else,person turns off the light.
284,5B9XE,R3,R5,a person runs into a room.
285,5B9XE,R3,R5,a person runs into the bedroom.
286,LKNZD,R7,R5,a person is throwing clothes on the floor.
287,0DVVD,R3,R3,a person closes a window.
288,0DVVD,R7,R5,a person is opening a window in the bathroom.
289,U8M2P,Else,Else,another person is sneezing on a sandwich.
290,VAV4C,Else,Else,person eating a sandwich.
291,VAV4C,Else,Else,the person is sitting on a closed toilet eating.
292,VAV4C,R3,Else,a person is in a bathroom drinking from a cup.
293,VAV4C,Else,Else,person repeats the process until he is finished with both.
294,VAV4C,R3,Else,person walk out the doorway.
295,6C0BK,R7,R7,a person is putting a towel on a towel rack.
296,5CN21,Else,Else,a person is standing in their garage holding a pillow.
297,5CN21,Else,Else,person holding a pillow.
298,OTIA2,R7,R7,person turns on a lightswitch.
299,OTIA2,R7,R7,a person walks through the doorway into the home office.
300,OTIA2,R7,R7,person turns on the light.
301,OTIA2,R7,R7,a person is walking to turn on the light.
302,B4ED1,Else,Else,a person is pouring water into a cup.
303,86E2E,R7,R7,the person is sitting on the floor.
304,86E2E,R3,R3,person snuggling with a pillow.
305,86E2E,R5,R3,person begins to eat from a bowl on the floor.
306,86E2E,Else,Else,person eats something.
307,86E2E,R3,R5,person holds a pillow.
308,86E2E,R7,R7,a person sits on the floor.
309,86E2E,Else,Else,person eating as they are laying down.
310,86E2E,R5,Else,person eating food in a home office / study.
311,YJ1KW,R5,R7,person sits down in a chair.
312,YJ1KW,R5,R7,person sits down in a red chair.
313,DJ87X,R7,R7,a person is looking out the window.
314,DJ87X,R7,R7,a person looks out the bathroom window.
315,DJ87X,R3,R5,person takes their phone out of the cabinet.
316,N0ZPI,R5,R5,person take a drink from the cup.
317,N0ZPI,R5,R5,person throw it on the floor.
318,OVD84,R7,R7,a person turns on some lights.
319,OVD84,R7,R7,person turns on the light.
320,OVD84,R7,R7,person turns on a light.
321,NW0KT,R5,R5,person takes book out.
322,NW0KT,R5,R7,person takes a book out from the entertainment center.
323,NW0KT,Else,Else,a person is tidying some books on a shelf.
324,8SDK5,R5,Else,person sits down in a chair.
325,8SDK5,R3,Else,person laughing so hard.
326,95GB4,R5,R7,person takes a picture with a camera.
327,95GB4,R5,R3,the person takes a picture of something.
328,95GB4,Else,Else,the person puts the phone away.
329,95GB4,R7,R7,person washes their hands with hand sanitizer.
330,95GB4,R7,R7,person playing with a phone.
331,95GB4,R3,R5,person takes a picture.
332,95GB4,R7,R7,person playing with their phone.
333,TDAY1,R5,Else,person working on a laptop.
334,TDAY1,R3,R7,person stand up from the laying position.
335,NRGQB,Else,Else,person throws their shoes off by kicking them.
336,5R8BL,R7,Else,person begin undressing.
337,5R8BL,R7,R5,a person opens their closet door.
338,5R8BL,R7,R7,person they throw the pillow behind them.
339,BI4KK,R7,R7,person drinking from a glass of water.
340,DU416,R7,R7,person holding a bag.
341,NO1GJ,Else,Else,person washes clothes.
342,NO1GJ,Else,Else,a person is washing the clothes.
343,NO1GJ,Else,Else,a person is undressing in their laundry room.
344,NO1GJ,Else,Else,person they take a towel from a cabinet.
345,NO1GJ,Else,Else,a person is undressing in the laundry room.
346,NO1GJ,Else,Else,person their other clothes into the washer.
347,NO1GJ,R5,Else,person talking a towel off the shelf.
348,7SNIO,R7,R5,one person runs into the room laughing.
349,7SNIO,R7,R5,the person runs into the room.
350,7SNIO,R5,R5,a person runs into a living.
351,QOYH2,R5,R5,person takes a drink from a cup.
352,QWKVM,R7,R7,person closes the door.
353,QWKVM,R7,Else,person puts a glass on the desk.
354,QWKVM,R7,R7,one person opens the door.
355,QWKVM,R7,R7,a man opens a door.
356,COBS0,Else,R7,a smiling person takes a towel.
357,TJZ0P,R7,R3,the person is seated in a chair.
358,TJZ0P,R3,Else,person eats some food.
359,TJZ0P,R5,R3,person takes a bite of food.
360,TJZ0P,Else,R3,person they start sneezing.
361,759MY,Else,Else,person put something on the table.
362,759MY,R5,R5,person putting on their shoes.
363,759MY,R5,R5,person put on their shoes.
364,759MY,R5,R5,a person awakens in their home office.
365,F1V30,Else,Else,a person holding a towel walks up to a counter.
366,F1V30,Else,R7,person washing a glass.
367,U502L,Else,R5,a person awakens in their bathroom holding their phone.
368,U502L,R7,R5,person takes a towel off the shower rod.
369,OPPVW,R7,R7,person laugh about it.
370,NI15V,R5,R3,person holding a towel in the other hand.
371,NI15V,Else,R5,the person in the doorway walks away holding the towel.
372,6HT0J,R7,R7,person start reading a book.
373,6HT0J,Else,Else,person holding a cup.
374,BM3UJ,R5,R5,a person walks through the entryway holding a glass.
375,BM3UJ,R7,R7,a person opens the door to their study.
376,BM3UJ,R7,R7,a person opens the front door to their residence.
377,DM2XL,R5,R5,person opens the front door.
378,DM2XL,R5,R7,person opening a door.
379,RQRRD,R3,R5,person quickly undressing.
380,RQRRD,R5,R5,a person runs into the bedroom.
381,RQRRD,Else,R5,the person throws their dirty clothes onto a sofa.
382,RQRRD,R7,R5,a person runs into the the living room.
383,RQRRD,Else,Else,person takes new clothes from a box.
384,S2FUO,R7,R7,a person kneeling on the floor talks on a phone.
385,S2FUO,R7,R7,person talking on the phone.
386,S2FUO,R5,R3,the person pours something into a glass.
387,S2FUO,R5,R5,a person talks on their phone in the kitchen.
388,36T5X,Else,Else,person starts undressing out of their outdoor clothes.
389,36T5X,R7,R7,person closes the door.
390,36T5X,R5,R7,person another closes the door.
391,36T5X,R5,R7,person closing the door.
392,36T5X,Else,Else,person begins to undress.
393,AL1WC,Else,R7,the person closes the door.
394,HOYUT,R7,R5,person closes the pantry door.
395,L39A4,Else,Else,a person sits on the floor reading a book.
396,4H64T,R5,Else,person eating some leftovers from a take-out carton.
397,4H64T,R5,Else,person takes out some food.
398,4H64T,R7,Else,person opens a refrigerator.
399,4H64T,R7,R3,person start to eat the food with a plastic fork.
400,4H64T,R7,Else,person opens the refrigerator.
401,AIJ0M,R7,R5,that same person takes a towel.
402,AIJ0M,Else,Else,person opens the door.
403,AIJ0M,R7,R7,person holding a towel over one arm.
404,FXGQI,R3,R3,person sneezing into the mirror they are holding.
405,FXGQI,Else,Else,person they start sneezing.
406,KY2KA,Else,R5,person knees takes a book from a cabinet.
407,KY2KA,R3,R7,a person takes a book from a shelf.
408,KY2KA,R3,R5,one person takes a book from a wardrobe.
409,MNNJS,Else,R7,person pouring coffee into a cup in the dining room.
410,MNNJS,R3,R5,the person puts the cups onto a table.
411,MNNJS,Else,Else,person pour a cup of coffee.
412,QMIKJ,R7,R5,a person is putting their laptop on their desk.
413,QMIKJ,Else,R3,person watching television.
414,QMIKJ,R7,R7,person puts a laptop down on a table.
415,HRASP,R7,R7,a person turns on the light to an entryway.
416,HRASP,Else,R7,person seen closing a door.
417,HRASP,R7,R7,person turns on a light.
418,HRASP,Else,Else,person are seen throwing shoes on the floor.
419,UY0SK,R5,Else,the person takes a bite out of the sandwich.
420,UY0SK,R7,Else,person sit to eat a sandwich.
421,UY0SK,R3,R5,person watch the television in the next room.
422,YQT32,Else,Else,person takes several pictures of different things in the room.
423,SJ4QF,R7,R7,person washes a glass.
424,69R8T,Else,Else,person eats it from a plate.
425,2Z8G8,R5,R7,person they put the bag on a shelf.
426,2Z8G8,R3,R7,person tidying up a blanket.
427,XVI3M,R5,R5,person they put the laptop on the pillow.
428,XVI3M,R7,R7,person stand up.
429,XVI3M,Else,R5,the person puts the laptop down.
430,Y3M3W,R3,R5,the person is looking at an opened book.
431,URK3G,Else,Else,person open the books.
432,URK3G,Else,Else,person start drinking from the glass.
433,URK3G,R5,R5,another person runs in with homework.
434,URK3G,R7,R7,one person opens the refrigerator.
435,G8NEV,R7,R5,the person starts reading a book.
436,G8NEV,R5,Else,person a few moments later laughs.
437,G8NEV,Else,Else,person laughs a little bit.
438,C0CMQ,R7,R7,person open the door at the bottom of the stairs.
439,C0CMQ,R5,Else,person walks through the doorway.
440,C0CMQ,R5,R5,person opens a door.
441,7XMBM,Else,Else,person starts eating.
442,7XMBM,Else,Else,person eating from a bowl.
443,7XMBM,Else,Else,another person walks into a room eating some food.
444,61IVZ,R5,R7,person closes the door.
445,61IVZ,R7,R5,person they set down the bag they're holding.
446,61IVZ,R7,R5,person put down the bag they were holding.
447,61IVZ,R7,Else,the person puts a bag down.
448,61IVZ,R5,R5,a person opens the door.
449,A33VQ,R7,Else,person holding a chair opened a refrigerator.
450,A33VQ,R5,R7,person opening a refrigerator in the dining room.
451,A33VQ,R3,R7,person closes the refrigerator.
452,ZMY8M,R5,R7,person takes some food from a bowl.
453,ZMY8M,R5,R7,a person eats a sandwich from the table.
454,ZMY8M,R7,R7,the person eats some food.
455,ZMY8M,Else,R5,person opening a cabinet in a kitchen.
456,ZMY8M,R5,R7,person eating breakfast.
457,ZMY8M,Else,R3,person opens cabinets above it.
458,39E0I,R7,R5,a person runs around covered in a blanket.
459,T9Y1N,Else,Else,the person starts smiling.
460,T9Y1N,Else,Else,the person opens the box.
461,T9Y1N,Else,Else,a person is sneezing on a box.
462,T9Y1N,R5,R7,a person opens the doors to the pantry.
463,0PU21,R3,R3,the person puts the cup down.
464,AX46Z,R3,R3,person starts laughing.
465,AX46Z,Else,R5,person laughs as they lean against the dresser.
466,AX46Z,R3,R5,the animal sitting on the bed climbs on the person.
467,AX46Z,R5,R3,a person is awakening in their bed.
468,9POJB,Else,Else,the person sits in a chair for a moment.
469,9POJB,Else,Else,person takes a blanket.
470,9POJB,Else,Else,person sitting in a chair drinking a something.
471,9POJB,Else,Else,person stand up.
472,K0FAG,R3,Else,a person is smiling.
473,K0FAG,R5,Else,a person is standing in their kitchen laughing.
474,N0G70,R7,R7,a person puts food into a sandwich maker.
475,N0G70,R7,R7,a person cooks a sandwich on a panini maker.
476,SJ51G,Else,Else,person puts the blanket into a closet.
477,SJ51G,R5,R7,a person is seen snuggling up to a blanket.
478,SJ51G,R5,R7,a person opens a door.
479,SJ51G,R5,R7,person open their closet door.
480,SJ51G,R3,R3,person close the door.
481,SJ51G,R5,R3,person put the blanket away.
482,SJ51G,R7,R7,a person is snuggling with a blanket.
483,30I35,Else,Else,person took a drink from the glass.
484,30I35,R3,Else,person poured its contents into the glass.
485,30I35,R5,Else,person pours a glass of something.
486,30I35,Else,R3,person takes a drink from the glass.
487,30I35,Else,Else,person pours water into a glass.
488,MUWG4,Else,Else,person pours soda into a cup.
489,WD35N,R3,R5,a person opens a cabinet.
490,WD35N,Else,Else,person closes the cabinet.
491,WD35N,Else,R5,person takes a pillow from inside.
492,WD35N,R3,R5,person takes out a pillow like object.
493,LLT3E,R5,R7,person walks through a doorway to leave the room.
494,LLT3E,R5,R3,person they walk through a doorway.
495,8UCK1,R7,R7,a person opens a cabinet.
496,8UCK1,R7,R7,a person is opening a cabinet.
497,8UCK1,R7,R7,person closing the cabinet.
498,4U8WV,R7,R7,person holding a small hand towel.
499,4U8WV,R7,Else,the person puts the towel down on the couch.
500,LSFJG,Else,Else,person starts running in place.
501,LSFJG,R5,R7,a person puts on a pair of shoes.
502,LSFJG,Else,Else,person begins running in place.
503,LSFJG,Else,Else,person they start running in place again.
504,LSFJG,R5,R5,person start watching themselves in a mirror.
505,LSFJG,Else,Else,person start running in palce again.
506,LSFJG,Else,Else,person starts running in place again.
507,W0QSB,R7,R7,a person is cooking on a stove.
508,5IPJA,R7,R5,person puts a pillow on their head.
509,S7JTZ,R7,R7,person uses it to take pictures of their self.
510,S7JTZ,R7,R7,person take a timed picture.
511,S7JTZ,R3,R3,a person walks into the bathroom holding a camera.
512,RVVDR,Else,R3,person puts the bag on the table.
513,RVVDR,R7,R3,person putting it on a table.
514,RVVDR,R5,R7,a person was holding a bag which he.
515,RVVDR,R7,R7,a person is putting groceries in a bag.
516,RVVDR,R7,R7,a person opens a bag.
517,T06AT,R5,R5,one person runs into the bathroom grasping a pillow.
518,T06AT,R5,R5,a man runs into a bathroom holding a pillow.
519,T06AT,R5,Else,another person is inside holding a blanket.
520,TZ9FE,R7,R5,a person runs to the closet.
521,TZ9FE,R7,R5,a person runs into a room.
522,TZ9FE,Else,Else,person puts the clothes away.
523,TZ9FE,R3,Else,person holding a stack of clothes.
524,T7ST5,R3,R7,the person used the spoon to eat from the cup.
525,T7ST5,R5,R7,person eating a piece of pie.
526,IQA16,R5,R5,person putting them on a table.
527,IQA16,R5,R5,person turns off the light.
528,IQA16,R5,R5,person switch the light off.
529,IQA16,R5,R5,the person turns off the light.
530,M3OMM,R7,R7,a man begins to undress.
531,J7BOV,R7,R7,a person is putting a camera next to a towel.
532,RPXAC,R7,R5,person dressing themselves.
533,RLQ9K,R5,R5,the person takes out a bottle of medicine.
534,RLQ9K,R5,R5,person take some medicine.
535,PRTAJ,Else,R5,a person opens a cabinet.
536,PRTAJ,Else,Else,person closes the cabinet.
537,PRTAJ,Else,R5,person looks out the window.
538,PRTAJ,R7,R7,person gets dressed.
539,KZ36U,R7,R7,a person runs into the garage.
540,KZ36U,R7,R7,the person takes a picture of something.
541,CD9GP,R7,R5,person stand up.
542,7NXWU,R7,R7,person drinking from a cup.
543,OHNUQ,R3,R5,a person is eating some food.
544,OHNUQ,Else,Else,person they are watching television in the living room.
545,OHNUQ,Else,Else,person eating it out of the box.
546,OHNUQ,R3,Else,person watching the television.
547,OHNUQ,Else,Else,person watching television.
548,5VUT9,R7,R7,the person is holding a broom.
549,5VUT9,R7,R5,person put the broom aside.
550,5VUT9,R7,Else,person open a cabinet door get a cup out.
551,5VUT9,R7,R7,a person standing in the doorway holds a broom.
552,5VUT9,R3,R5,person pour a cup of coffee.
553,FQS7O,R5,R5,person closes a book.
554,55NRK,Else,Else,person begins sneezing.
555,UNWMJ,R7,R7,the person was undressing by the wardrobe.
