98,SY5QP,R5,R7,a person is standing in the room holding a sandwich.,multiple actions ,stand_hold,"['room', 'sandwich']"
99,SY5QP,R7,R7,the person puts the sandwich down.,,put,['sandwich']
100,AOK1L,Else,Else,person drinking from a cup.,,drink,['cup']
101,AOK1L,Else,Else,person drinking from a glass.,,drink,['glass']
102,NBSPH,Else,R3,person sits on the table.,,sit,['tabl']
103,NBSPH,R5,R7,person takes a towel from a container.,,take,['towel']
104,NBSPH,Else,R3,person takes out a towel.,,take,['towel']
105,HY4FS,R3,R3,person the open the cabinet.,,open,['cabinet']
106,HY4FS,R7,R5,a person walks into a bathroom holding dishes.,,walk_hold,"['bathroom', 'dish']"
107,YSE1G,R7,R7,person closed the door.,,close,['door']
108,XMYXI,Else,Else,a person sits in a chair.,,sit,['chair']
109,XMYXI,Else,R3,person he begins to laugh at something.,multiple actions ,begin_laugh,['someth']
110,XMYXI,Else,Else,a man is sitting at a chair.,,sit,['chair']
111,XMYXI,Else,R3,a person is smiling.,,smile,[None]
112,QLEN3,R7,R7,person open the closet.,,open,['closet']
113,YSKX3,R3,Else,person throws pillow on it.,,throw,['pillow']
114,HBWLV,Else,Else,person puts the shoes on the floor.,,put,['shoe']
115,XE19C,Else,Else,person puts a cup in the sink.,,put,['cup']
116,XE19C,R5,Else,person closes the door.,,close,['door']
117,XE19C,Else,Else,person puts the cup in the sink.,,put,['cup']
118,W3SC3,R5,R3,the person immediately opened a window.,,open,['window']
119,W3SC3,R5,R5,person opens a window.,,open,['window']
120,W3SC3,R5,R5,person opens the window.,,open,['window']
121,WKPQ3,R5,Else,person they talk on the phone.,,talk,['phone']
122,WKPQ3,Else,Else,person close the closet door.,,close,['closet']
123,WKPQ3,Else,R7,person turns on the light.,,turn,['light']
124,FXZI5,Else,R3,a person is dressing in a towel.,,dress,['towel']
125,OE2M1,Else,R7,another person comes in takes the box away.,multiple actions ,come_take,['box']
126,OE2M1,R7,R7,person takes the tray of food.,,take,['tray']
127,OE2M1,R3,R7,person takes the box.,,take,['box']
128,ZF7YA,R3,R3,the person sits on a pillow on the floor.,,sit,['pillow']
129,ZF7YA,R7,R7,a person runs down a few stairs.,,run,['stair']
130,ZF7YA,Else,R3,person sitting on the floor.,,sit,['floor']
131,B82GJ,R7,R5,the person takes a paper towel from the table.,,take,['paper']
132,FYYFX,Else,Else,person opens a window.,,open,['window']
133,FYYFX,Else,R5,person takes a camera from a table.,,take,['camera']
134,FYYFX,R3,R3,person get something to look out the window with.,multiple actions ,get,['someth']
135,FYYFX,Else,Else,person upon awakening.,,,[]
136,FYYFX,Else,Else,person looks out the window.,,look,['window']
137,Q7IQI,Else,Else,person looks at some books open it.,,look_open,['book']
138,Q7IQI,Else,Else,person start sneezing with looking at the papers.,multiple actions ,sneez_look,['paper']
139,Q7IQI,R5,R5,a person is sneezing into a blanket.,,sneez,['blanket']
140,HSEH1,R5,R5,person is fixing a light bulb.,"word orders, forms ",fix,['light']
141,HSEH1,R3,R5,a person is fixing a light on the room.,,fix,['light']
142,HSEH1,R5,R5,a person is fixing a light.,,fix,['light']
143,6ZWSU,Else,Else,person puts the books down.,,put,['book']
144,6ZWSU,Else,Else,person they immediately put their books down.,,put,['book']
145,6ZWSU,R5,R3,the person takes their phone out.,,take,['phone']
146,6ZWSU,R7,R7,person take their shoes off.,,take,['shoe']
147,6ZWSU,R5,R7,person closes the door.,,close,['door']
148,6ZWSU,R7,R3,the person takes their phone.,,take,['phone']
149,6ZWSU,R7,R7,person plays with their phone.,,play,['phone']
150,V0ZD9,R7,R7,person washes a cup.,,wash,['cup']
151,V0ZD9,R7,R5,person putting on clothes in a dining room.,,put,['cloth']
152,AK2KG,R5,R7,person opens up the window.,,open,['window']
153,AK2KG,R7,R7,a person is sitting on a bed.,,sit,['bed']
154,AK2KG,R7,R5,this person is sitting on their bed in the bedroom.,,sit,['bed']
155,AK2KG,R5,R7,person begins opening the window.,"word orders, forms ",begin_open,['window']
156,AK2KG,R3,R7,person opened the window.,,open,['window']
157,AK2KG,R7,R5,a person was sitting on a bed.,,sit,['bed']
158,8MQH6,R7,R7,a person opens a closet door.,,open,['closet']
159,8MQH6,R7,R7,a person opens up the closet.,,open,['closet']
160,8MQH6,R7,R7,a person opens a closet.,,open,['closet']
161,8MQH6,Else,Else,person they hold the shoes.,,hold,['shoe']
162,MAUMO,R5,R7,person takes a drink from a glass.,,take,['drink']
163,EHS68,Else,Else,another person is throwing a pair of shoes.,,throw,['pair']
164,G30NS,Else,Else,person puts it into a box.,,put,['box']
165,G30NS,Else,R3,person puts the box down.,,put,['box']
166,G30NS,Else,Else,person putting things on a shelf.,,put,['thing']
167,G30NS,R7,R3,the person takes a large blanket.,,take,['blanket']
168,SUJWY,R7,R7,the person laughs at something on the screen multiple times.,,laugh,['someth']
169,SUJWY,R3,R7,the person begins laughing at something on the screen.,,begin_laugh,['someth']
170,KERO6,Else,Else,the person puts some food onto a pan.,,put,['food']
171,SV6KF,Else,R5,a person throws a broom at the stairs.,,throw,['broom']
172,SV6KF,R7,R7,this person throws the broom down.,,throw,['broom']
173,VCYH8,Else,Else,person turns off the light as they're leaving.,,turn,['light']
174,VCYH8,Else,Else,person turns off a light.,,turn,['light']
175,G852Y,Else,Else,one person is wrapped in a blanket sneezing.,,wrap_sneez,['blanket']
176,OKXIQ,Else,Else,person they use the doorknob to open the cabinet.,,use_open,"['doorknob', 'cabinet']"
177,KB7WQ,R3,Else,person they close the box.,,close,['box']
178,KB7WQ,Else,Else,the person closes a box that's been searched through.,,close,['box']
179,27DCQ,Else,R5,a person awakens in bed.,,awaken,['bed']
180,UM5II,Else,Else,the person eats a few bite.,,eat,['bite']
181,UM5II,R5,R7,a person is sneezing on the medicine.,,sneez,['medicin']
182,UM5II,Else,Else,person starts sneezing.,,sneez,[None]
183,UM5II,R5,Else,a person is sneezing.,,sneez,[None]
184,XT9D4,Else,Else,a person is putting food into the refrigerator.,,put,['food']
185,XT9D4,Else,Else,a person is putting away groceries in the fridge.,,put,['groceri']
186,XT9D4,R5,R5,person their phone rings so they close the fridge door.,,ring,['fridg']
187,XT9D4,R5,R7,person closed the refrigerator door.,,close,['refriger']
188,1W6YY,R3,Else,person closes the cabinet door.,,close,['cabinet']
189,YOCRB,R5,R7,person sit down in a chair.,,sit,['chair']
190,YOCRB,R5,R7,person sitting in a chair.,,sit,['chair']
191,ZDV60,R7,R7,a person opens a closet door.,,open,['closet']
192,ZDV60,R7,R7,person start dressing themselves.,,dress,[None]
193,ZDV60,R5,R7,person opens the door.,,open,['door']
194,ZDV60,Else,Else,the person puts shoes on.,,put,['shoe']
195,GHC5X,Else,Else,a person takes a glass of water.,,take,['glass']
196,6IOV0,R3,R7,person working on a laptop.,,work,['laptop']
197,6IOV0,Else,Else,person playing a casual game on their laptop.,,play,['game']
198,6IOV0,R5,R7,person drinking a bottle of soda.,,drink,['bottl']
199,OP2SS,Else,R3,the person takes out their laptop.,,take,['laptop']
200,PPY0W,R5,R5,a person is holding a bag.,,hold,['bag']
201,DCV2M,R7,R7,person start undressing.,,undress,[None]
202,DCV2M,R5,R7,a person is awakening.,,awaken,[None]
203,TEV5K,Else,R7,person begings to drink a glass of water.,,bege_drink,['glass']
204,TEV5K,R7,R5,a person opens their kitchen window.,,open,['kitchen']
205,TEV5K,R7,R5,a person opens the window.,,open,['window']
206,Q3BCC,R7,R7,a person closes a door.,,close,['door']
207,Q3BCC,Else,Else,person trying to close the door.,,tri_close,['door']
208,M8OYC,R5,R5,a person walks in holding a bag of groceries.,,walk_hold,['bag']
209,FBOF0,R5,R7,a person awakens in bed.,,awaken,['bed']
210,FBOF0,R5,Else,the person throws the blanket off of the bed.,,throw,['blanket']
211,D1NT7,Else,Else,a person is putting some dishes into a box.,,put,['dish']
212,D1NT7,R3,Else,person they put the box on a bed.,,put,['box']
213,D1NT7,Else,Else,a person is putting some plates in a box.,,put,['plate']
214,3UACJ,Else,Else,person takes a drink from a glass.,,take,['drink']
215,U2AO1,Else,Else,closes the doors.the person takes the food.,,take,['food']
216,U2AO1,R7,R7,person starts eating.,,eat,[None]
217,U2AO1,R7,R5,a person closed a cabinet.,,close,['cabinet']
218,U2AO1,R7,R7,person looks for something to eat.,,look,['someth']
219,U2AO1,R7,R7,the person eats it.,,eat,[None]
220,U2AO1,Else,R3,person a opens the door bites into a snack.,,open_bite,"['door', 'snack']"
221,3J9L5,R5,R7,a person is eating.,,eat,[None]
222,3J9L5,R5,R7,a person is throwing the bag at the light switch.,,throw,['bag']
223,XQVXF,R7,R5,person opens a fridge door.,,open,['fridg']
224,XQVXF,R3,R7,another person opens an oven door to look inside.,,open_look,['oven']
225,XQVXF,R7,R7,one person is cooking.,,cook,[None]
226,9LWQ6,R7,R7,a person undresses.,,undress,[None]
227,9LWQ6,R5,R7,person takes their shoes off.,,take,['shoe']
228,9LWQ6,R7,R7,person takes off their shoes.,,take,['shoe']
229,9LWQ6,R3,R5,person puts the clothes on the bed.,,put,['cloth']
230,2ADJI,Else,Else,person putting away groceries.,,put,['groceri']
231,2ADJI,Else,Else,person drinking from a glass of water.,,drink,['glass']
232,B1AMA,R7,R7,person dresses in pajamas.,,,['dress']
233,LA6AA,R3,R5,a person was holding a blanket.,,hold,['blanket']
234,LA6AA,R5,R5,a person is holding a blanket.,,hold,['blanket']
235,YNWMW,R5,R5,the person takes a broom.,,take,['broom']
236,YNWMW,R7,R7,a person eats some food.,,eat,['food']
237,YNWMW,R7,R7,a person is in a basement eating.,,eat,['basement']
238,LUTIO,R3,Else,the person lays on the floor the gets up.,,lay_get,['floor']
239,Q6290,Else,R7,person watching the television eating an apple.,,watch_eat,"['televis', 'appl']"
240,Q6290,R3,R7,a person is standing eating something as they watch tv.,,stand_eat,['someth']
241,Q6290,Else,R7,person eating a sandwich out of a dish.,,eat,['sandwich']
242,TAQ25,R7,R7,the person closes the laptop.,,close,['laptop']
243,TAQ25,R7,R7,the person closes the laptop screen.,,close,['laptop']
244,TAQ25,R3,Else,person smiling at their laptop.,,smile,['laptop']
245,EEVD3,R7,R7,person begins to eat it.,,begin_eat,[None]
246,EEVD3,R7,R7,a person is holding the door to the refrigerator open.,,hold,['door']
247,EEVD3,R7,R7,person removes a snack to eat.,,remov,['snack']
248,EEVD3,R7,R7,person eat the food.,,eat,['food']
249,EEVD3,R7,R7,person they begin eating the fruit.,,begin_eat,['fruit']
250,EEVD3,Else,R5,person closing the door.,,close,['door']
251,IOGR7,R7,R5,person they stand up.,,stand,[None]
252,2OREK,Else,Else,looking out the window in a curious manner.,,look,['window']
253,JCT0K,R3,R7,a person is opening the closet door.,,open,['closet']
254,JCT0K,R5,R5,person opens the closet.,,open,['closet']
255,H0P5D,Else,R7,one person was running into the table.,,run,['tabl']
256,H0P5D,Else,Else,person they laugh.,,laugh,[None]
257,BFCU9,R7,R7,person eating it.,,eat,[None]
258,BFCU9,R7,R7,a person is eating from a can.,,eat,['can']
259,BFCU9,R5,R7,a person eats something from a jar.,,eat,['someth']
260,BFCU9,Else,Else,person puts the jar down on a table.,,put,['jar']
261,BFCU9,Else,R7,person the put the food down.,,put,['food']
262,BFCU9,Else,R7,person eats it.,,eat,[None]
263,BFCU9,R7,R7,a person is holding some food.,,hold,['food']
264,TUD6M,R5,R7,person throws their blanket inside.,,throw,['blanket']
265,TUD6M,R5,R5,person throwing a blanket into a closet.,,throw,['blanket']
266,A3XXB,Else,R3,person puts them away on a shelf in a closet.,,put,['shelf']
267,A3XXB,R7,R7,a person is tidying a blanket.,,tidi,['blanket']
268,L5YHH,R7,R3,a person is turns on the light in their closet.,,turn,['light']
269,L5YHH,Else,Else,person open the door.,,open,['door']
270,L5YHH,Else,Else,person opens the closet.,,open,['closet']
271,GL2JW,R7,R7,person closes a cupboard door.,,close,['cupboard']
272,GL2JW,R7,R7,the person closes a cupboard door.,,close,['cupboard']
273,GL2JW,R7,R7,a person is closing a cabinet.,,close,['cabinet']
274,FAJEA,Else,R3,person they take some medicine.,,take,['medicin']
275,FAJEA,R3,R3,person drink from a cup.,,drink,['cup']
276,RXELU,R7,R5,person turns the light on.,,turn,['light']
277,RXELU,R5,R5,person turns on the light.,,turn,['light']
278,RXELU,Else,Else,person smiling in the mirror.,,smile,['mirror']
279,RXELU,R5,R7,the person drinks from a cup of coffee.,,drink,['cup']
280,QCVZN,R7,R3,a person takes a book off a shelf.,,take,['book']
281,5B9XE,R3,Else,person turns off the ceiling light.,,turn,['ceil']
282,5B9XE,R3,Else,person turns the light off.,,turn,['light']
283,5B9XE,R3,Else,person turns off the light.,,turn,['light']
284,5B9XE,R3,R5,a person runs into a room.,,run,['room']
285,5B9XE,R3,R5,a person runs into the bedroom.,,run,['bedroom']
286,LKNZD,R5,R5,a person is throwing clothes on the floor.,,throw,['cloth']
287,0DVVD,R5,R3,a person closes a window.,,close,['window']
288,0DVVD,R3,R5,a person is opening a window in the bathroom.,,open,['window']
289,U8M2P,Else,Else,another person is sneezing on a sandwich.,,sneez,['sandwich']
290,VAV4C,Else,Else,person eating a sandwich.,,eat,['sandwich']
291,VAV4C,Else,Else,the person is sitting on a closed toilet eating.,,sit_eat,['toilet']
292,VAV4C,R5,Else,a person is in a bathroom drinking from a cup.,,drink,"['bathroom', 'cup']"
293,VAV4C,Else,Else,person repeats the process until he is finished with both.,,repeat,['process']
294,VAV4C,Else,Else,person walk out the doorway.,,walk,['doorway']
295,6C0BK,R7,R7,a person is putting a towel on a towel rack.,,put,['towel']
296,5CN21,Else,Else,a person is standing in their garage holding a pillow.,,stand_hold,"['garag', 'pillow']"
297,5CN21,Else,Else,person holding a pillow.,,hold,['pillow']
298,OTIA2,R7,R7,person turns on a lightswitch.,,turn,['lightswitch']
299,OTIA2,R7,R7,a person walks through the doorway into the home office.,,walk,['doorway']
300,OTIA2,R7,R7,person turns on the light.,,turn,['light']
301,OTIA2,R7,R7,a person is walking to turn on the light.,,walk_turn,['light']
302,B4ED1,Else,Else,a person is pouring water into a cup.,,pour,['water']
303,86E2E,R5,R7,the person is sitting on the floor.,,sit,['floor']
304,86E2E,R3,R3,person snuggling with a pillow.,,snuggl,['pillow']
305,86E2E,R7,R3,person begins to eat from a bowl on the floor.,,begin_eat,['bowl']
306,86E2E,R7,Else,person eats something.,,eat,['someth']
307,86E2E,R3,R5,person holds a pillow.,,hold,['pillow']
308,86E2E,R7,R7,a person sits on the floor.,,sit,['floor']
309,86E2E,R7,Else,person eating as they are laying down.,,eat,[None]
310,86E2E,R7,Else,person eating food in a home office / study.,,eat,['food']
311,YJ1KW,R7,R7,person sits down in a chair.,,sit,['chair']
312,YJ1KW,R5,R7,person sits down in a red chair.,,sit,['chair']
313,DJ87X,R7,R7,a person is looking out the window.,,look,['window']
314,DJ87X,R7,R7,a person looks out the bathroom window.,,look,['bathroom']
315,DJ87X,R7,R5,person takes their phone out of the cabinet.,,take,['phone']
316,N0ZPI,R5,R5,person take a drink from the cup.,,take,['drink']
317,N0ZPI,R3,R5,person throw it on the floor.,,throw,['floor']
318,OVD84,R7,R7,a person turns on some lights.,,turn,['light']
319,OVD84,R3,R7,person turns on the light.,,turn,['light']
320,OVD84,R3,R7,person turns on a light.,,turn,['light']
321,NW0KT,R3,R5,person takes book out.,,take,['book']
322,NW0KT,R3,R7,person takes a book out from the entertainment center.,,take,['book']
323,NW0KT,Else,Else,a person is tidying some books on a shelf.,,tidi,['book']
324,8SDK5,R3,Else,person sits down in a chair.,,sit,['chair']
325,8SDK5,Else,Else,person laughing so hard.,,laugh,[None]
326,95GB4,R3,R7,person takes a picture with a camera.,,take,['pictur']
327,95GB4,R5,R3,the person takes a picture of something.,,take,['pictur']
328,95GB4,Else,Else,the person puts the phone away.,,put,['phone']
329,95GB4,R5,R7,person washes their hands with hand sanitizer.,,wash,['hand']
330,95GB4,R7,R7,person playing with a phone.,,play,['phone']
331,95GB4,R5,R5,person takes a picture.,,take,['pictur']
332,95GB4,R7,R7,person playing with their phone.,,play,['phone']
333,TDAY1,Else,Else,person working on a laptop.,,work,['laptop']
334,TDAY1,R5,R7,person stand up from the laying position.,,stand,['posit']
335,NRGQB,Else,Else,person throws their shoes off by kicking them.,,throw_kick,['shoe']
336,5R8BL,R5,Else,person begin undressing.,,begin_undress,[None]
337,5R8BL,R7,R5,a person opens their closet door.,,open,['closet']
338,5R8BL,R7,R7,person they throw the pillow behind them.,,throw,['pillow']
339,BI4KK,R5,R7,person drinking from a glass of water.,,drink,['glass']
340,DU416,R5,R7,person holding a bag.,,hold,['bag']
341,NO1GJ,Else,Else,person washes clothes.,,wash,['cloth']
342,NO1GJ,Else,Else,a person is washing the clothes.,,wash,['cloth']
343,NO1GJ,R5,Else,a person is undressing in their laundry room.,,undress,['laundri']
344,NO1GJ,Else,Else,person they take a towel from a cabinet.,,take,['towel']
345,NO1GJ,R5,Else,a person is undressing in the laundry room.,,undress,['laundri']
346,NO1GJ,Else,Else,person their other clothes into the washer.,,person,['cloth']
347,NO1GJ,R7,Else,person talking a towel off the shelf.,,talk,['towel']
348,7SNIO,R7,R5,one person runs into the room laughing.,,run_laugh,['room']
349,7SNIO,R7,R5,the person runs into the room.,,run,['room']
350,7SNIO,R7,R5,a person runs into a living.,,run,['live']
351,QOYH2,R5,R5,person takes a drink from a cup.,,take,['drink']
352,QWKVM,Else,R7,person closes the door.,,close,['door']
353,QWKVM,Else,Else,person puts a glass on the desk.,,put,['glass']
354,QWKVM,R7,R7,one person opens the door.,,open,['door']
355,QWKVM,R7,R7,a man opens a door.,,open,['door']
356,COBS0,Else,R7,a smiling person takes a towel.,,take,['towel']
357,TJZ0P,Else,R3,the person is seated in a chair.,,seat,['chair']
358,TJZ0P,R3,Else,person eats some food.,,eat,['food']
359,TJZ0P,R7,R3,person takes a bite of food.,,take,['bite']
360,TJZ0P,Else,R3,person they start sneezing.,,sneez,[None]
361,759MY,Else,Else,person put something on the table.,,put,['someth']
362,759MY,R5,R5,person putting on their shoes.,,put,['shoe']
363,759MY,R5,R5,person put on their shoes.,,put,['shoe']
364,759MY,R5,R5,a person awakens in their home office.,,awaken,['home']
365,F1V30,R3,Else,a person holding a towel walks up to a counter.,,hold_walk,"['towel', 'counter']"
366,F1V30,R7,R7,person washing a glass.,,wash,['glass']
367,U502L,R7,R5,a person awakens in their bathroom holding their phone.,,awaken_hold,"['bathroom', 'phone']"
368,U502L,R5,R5,person takes a towel off the shower rod.,,take,['towel']
369,OPPVW,R5,R7,person laugh about it.,,laugh,[None]
370,NI15V,R3,R3,person holding a towel in the other hand.,,hold,['towel']
371,NI15V,R3,R5,the person in the doorway walks away holding the towel.,,walk_hold,['towel']
372,6HT0J,R7,R7,person start reading a book.,,read,['book']
373,6HT0J,Else,Else,person holding a cup.,,hold,['cup']
374,BM3UJ,R3,R5,a person walks through the entryway holding a glass.,,walk_hold,"['entryway', 'glass']"
375,BM3UJ,R5,R7,a person opens the door to their study.,,open,['door']
376,BM3UJ,R5,R7,a person opens the front door to their residence.,,open,['door']
377,DM2XL,R7,R5,person opens the front door.,,open,['door']
378,DM2XL,R7,R7,person opening a door.,,open,['door']
379,RQRRD,R7,R5,person quickly undressing.,,undress,[None]
380,RQRRD,R5,R5,a person runs into the bedroom.,,run,['bedroom']
381,RQRRD,Else,R5,the person throws their dirty clothes onto a sofa.,,throw,['cloth']
382,RQRRD,R5,R5,a person runs into the the living room.,,run,['live']
383,RQRRD,R5,Else,person takes new clothes from a box.,,take,['cloth']
384,S2FUO,R7,R7,a person kneeling on the floor talks on a phone.,,kneel_talk,"['floor', 'phone']"
385,S2FUO,R7,R7,person talking on the phone.,,talk,['phone']
386,S2FUO,R7,R3,the person pours something into a glass.,,pour,['someth']
387,S2FUO,R7,R5,a person talks on their phone in the kitchen.,,talk,['phone']
388,36T5X,R3,Else,person starts undressing out of their outdoor clothes.,,undress,['cloth']
389,36T5X,R3,R7,person closes the door.,,close,['door']
390,36T5X,Else,R7,person another closes the door.,,close,['door']
391,36T5X,R5,R7,person closing the door.,,close,['door']
392,36T5X,R5,Else,person begins to undress.,,begin_undress,[None]
393,AL1WC,Else,R7,the person closes the door.,,close,['door']
394,HOYUT,Else,R5,person closes the pantry door.,,close,['pantri']
395,L39A4,Else,Else,a person sits on the floor reading a book.,,sit_read,"['floor', 'book']"
396,4H64T,R3,Else,person eating some leftovers from a take-out carton.,,eat,['leftov']
397,4H64T,Else,Else,person takes out some food.,,take,['food']
398,4H64T,R5,Else,person opens a refrigerator.,,open,['refriger']
399,4H64T,R5,R3,person start to eat the food with a plastic fork.,,eat,['food']
400,4H64T,Else,Else,person opens the refrigerator.,,open,['refriger']
401,AIJ0M,R3,R5,that same person takes a towel.,,take,['towel']
402,AIJ0M,R3,Else,person opens the door.,,open,['door']
